my_article;article;text;my_price;price;albom_id;itm_href;img_src;img;img_local
3wG6jYe;_ 1663-30; 26-31, Натуральная кожа, Натуральная кожа;1138,5;690;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-1663-30/;http://neposeda-shoes.ru//upload/resize_cache/iblock/7d5/2500_200_1/7d5fe6993fc7e9f9aeb7693cb5155c1b.jpg;.;./img/7d5fe6993fc7e9f9aeb7693cb5155c1b.jpg
H18M0Z1;_ Сандалии G887 син; 21-26, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g887-sin/;http://neposeda-shoes.ru//upload/resize_cache/iblock/3bb/2500_200_1/3bb4d414b4f142117aa52b06dc082273.jpg;.;./img/3bb4d414b4f142117aa52b06dc082273.jpg
LSbWo5a;_ Сандалии G887 сер; 21-26, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g887-ser/;http://neposeda-shoes.ru//upload/resize_cache/iblock/b76/2500_200_1/b763ceb9b0ef2d5e2bca6b1b6ec5284b.jpg;.;./img/b763ceb9b0ef2d5e2bca6b1b6ec5284b.jpg
8UUb0Zh;_ 6512; 31-36, Комбинированная кожа, Натуральная кожа;1468,5;890;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-6512/;http://neposeda-shoes.ru//upload/resize_cache/iblock/2b6/2500_200_1/2b6f67def634a1b34df0709ba61b2a9b.jpg;.;./img/2b6f67def634a1b34df0709ba61b2a9b.jpg
YDV19B8;_ 6513; 31-36, Комбинированная кожа, Натуральная кожа;1468,5;890;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-6513/;http://neposeda-shoes.ru//upload/resize_cache/iblock/390/2500_200_1/39040b88643ef843c93dfb72885eae61.jpg;.;./img/39040b88643ef843c93dfb72885eae61.jpg
tAnbBvY;_ 6510; 31-36, Комбинированная кожа, Натуральная кожа;1468,5;890;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-6510/;http://neposeda-shoes.ru//upload/resize_cache/iblock/9d1/2500_200_1/9d1f42d83c7f6b806e6adfb3a95c6ea8.jpg;.;./img/9d1f42d83c7f6b806e6adfb3a95c6ea8.jpg
CuZonal;_ 6515; 31-36, Комбинированная кожа, Натуральная кожа;1468,5;890;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-6515/;http://neposeda-shoes.ru//upload/resize_cache/iblock/c52/2500_200_1/c5219b255220b90b8882636b941e2969.jpg;.;./img/c5219b255220b90b8882636b941e2969.jpg
MgwUaq5;_ 36111-2587 фиолет; 28-35, Комбинированная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-36111-2587-fiolet/;http://neposeda-shoes.ru//upload/resize_cache/iblock/0bc/2500_200_1/0bc163dec13f8f1e38b390f78c95b049.jpg;.;./img/0bc163dec13f8f1e38b390f78c95b049.jpg
bpn93ia;_ 36111-2587 серебристо-бел; 28-35, Комбинированная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-36111-2587-serebristo-bel/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a8d/2500_200_1/a8de61c2cd653834b98a8b69d9ac519c.jpg;.;./img/a8de61c2cd653834b98a8b69d9ac519c.jpg
dUjGuGS;_ Туфли R207230; 25-30, Прессованная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r207230/;http://neposeda-shoes.ru//upload/resize_cache/iblock/eea/2500_200_1/eea8f8a4fd975dd16550b701922028af.jpg;.;./img/eea8f8a4fd975dd16550b701922028af.jpg
6bQJGP8;_ Туфли R3011702; 26-31, Прессованная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r3011702/;http://neposeda-shoes.ru//upload/resize_cache/iblock/16c/2500_200_1/16c5367aa2ec01043f810e9eccb8ac00.jpg;.;./img/16c5367aa2ec01043f810e9eccb8ac00.jpg
40tQgZL;_ Туфли R207231; 25-30, Прессованная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r207231/;http://neposeda-shoes.ru//upload/resize_cache/iblock/6c7/2500_200_1/6c7edac947d19941f28c1e800a1c6821.jpg;.;./img/6c7edac947d19941f28c1e800a1c6821.jpg
rpRCPeM;_ Туфли R043230 роз; 25-30, Прессованная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r043230-roz/;http://neposeda-shoes.ru//upload/resize_cache/iblock/66d/2500_200_1/66d7cca844e6013847f781779ebe598e.jpg;.;./img/66d7cca844e6013847f781779ebe598e.jpg
TxX6rgN;_ Туфли R043230 красн; 25-30, Прессованная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r043230-krasn/;http://neposeda-shoes.ru//upload/resize_cache/iblock/028/2500_200_1/028109d88f891905af7d456a76d448c2.jpg;.;./img/028109d88f891905af7d456a76d448c2.jpg
WXF28vM;_ Туфли 01254; 31-36, Прессованная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-01254/;http://neposeda-shoes.ru//upload/resize_cache/iblock/191/2500_200_1/191ff66778f44f5dc8039c12b7925dd2.jpg;.;./img/191ff66778f44f5dc8039c12b7925dd2.jpg
PlUTlnJ;_ Туфли 521-5215; 32-37, Прессованная кожа, Натуральная кожа;1023;620;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-521-5215/;http://neposeda-shoes.ru//upload/resize_cache/iblock/53b/2500_200_1/53b61ba9fd10ec0983ef26052e8b4ab4.jpg;.;./img/53b61ba9fd10ec0983ef26052e8b4ab4.jpg
CAsv7pB;_ Туфли R207229красн; 25-30, Прессованная кожа, Прессованная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r207229krasn/;http://neposeda-shoes.ru//upload/resize_cache/iblock/bee/2500_200_1/bee20aa5eaf41597ad22aa9e35ab23a6.jpg;.;./img/bee20aa5eaf41597ad22aa9e35ab23a6.jpg
zGpvD5y;_ Туфли R207229розов; 25-30, Прессованная кожа, Прессованная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r207229/;http://neposeda-shoes.ru//upload/resize_cache/iblock/ab8/2500_200_1/ab856065c81445f44663f368d390c01a.jpg;.;./img/ab856065c81445f44663f368d390c01a.jpg
MAlBWfv;_ Туфли R043225; 25-30, Прессованная кожа, Прессованная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-r043225/;http://neposeda-shoes.ru//upload/resize_cache/iblock/493/2500_200_1/49338bc1f529c8efaa77de4462b3f250.jpg;.;./img/49338bc1f529c8efaa77de4462b3f250.jpg
iDfU0KY;_ 1663-31; 26-31, Натуральная кожа, Натуральная кожа;1138,5;690;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-1663-31/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a08/2500_200_1/a088210ad5046576feafb2707e8f7a3b.jpg;.;./img/a088210ad5046576feafb2707e8f7a3b.jpg
N6EpG7U;_ 1663-25синие; 26-31, Натуральная кожа, Натуральная кожа;1138,5;690;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-1663-25sinie/;http://neposeda-shoes.ru//upload/resize_cache/iblock/081/2500_200_1/0811ad80661d770725298646792bdb45.jpg;.;./img/0811ad80661d770725298646792bdb45.jpg
OwwndVT;_ 1663-25хакки; 26-31, Натуральная кожа, Натуральная кожа;1138,5;690;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-1663-25khakki/;http://neposeda-shoes.ru//upload/resize_cache/iblock/82a/2500_200_1/82a7415d364be910cd880923f93b40af.jpg;.;./img/82a7415d364be910cd880923f93b40af.jpg
Q0rDBMf;_ G111; 21-26, Нубук, Прессованная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g111/;http://neposeda-shoes.ru//upload/resize_cache/iblock/528/2500_200_1/5280f41bf95d1937004ebac4c47fc6f2.jpg;.;./img/5280f41bf95d1937004ebac4c47fc6f2.jpg
y2KQFZK;_ 888; 21-25, Текстиль / Прессованная кожа, Текстиль;808,5;490;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/krossovki-888-roz/;http://neposeda-shoes.ru//upload/resize_cache/iblock/878/2500_200_1/8786d086c681cf241ed08b0e8e98e4c9.jpg;.;./img/8786d086c681cf241ed08b0e8e98e4c9.jpg
GJItPnS;_ 1686; 21-25, Текстиль / Прессованная кожа, Текстиль;808,5;490;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/krossovki-168/;http://neposeda-shoes.ru//upload/resize_cache/iblock/567/2500_200_1/5677d28edfaed33bb3a75019b073ac8a.jpg;.;./img/5677d28edfaed33bb3a75019b073ac8a.jpg
wuMk1jH;_ R257; 26-31, Прессованная кожа, Текстиль / Прессованная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-r257/;http://neposeda-shoes.ru//upload/resize_cache/iblock/128/2500_200_1/128f20454512175b082779d163dbb1e8.jpg;.;./img/128f20454512175b082779d163dbb1e8.jpg
eeA5f2I;_ К297; 26-31, Прессованная кожа, Флис;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-k997/;http://neposeda-shoes.ru//upload/resize_cache/iblock/64f/2500_200_1/64f7cac7c852fddee8b6fec975bd42eb.jpg;.;./img/64f7cac7c852fddee8b6fec975bd42eb.jpg
RPYqRIg;_ R-255; 25-30, Прессованная кожа, Текстиль / Прессованная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-r-255/;http://neposeda-shoes.ru//upload/resize_cache/iblock/daa/2500_200_1/daa9404ec27c129c3304b5352105b1ed.jpg;.;./img/daa9404ec27c129c3304b5352105b1ed.jpg
xI1dsJH;_ ВА-3 малина; 21-26, Комбинированная кожа, Натуральная кожа;940,5;570;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandaliiva-3-malina/;http://neposeda-shoes.ru//upload/resize_cache/iblock/710/2500_200_1/710181f14df0071c4ec48837ff65c358.jpg;.;./img/710181f14df0071c4ec48837ff65c358.jpg
h6zOBm8;_ BA-3; 21-26, Комбинированная кожа, Натуральная кожа;940,5;570;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-ba-3/;http://neposeda-shoes.ru//upload/resize_cache/iblock/50d/2500_200_1/50d11c89e2516c9b5e7c4fd12bd21b40.jpg;.;./img/50d11c89e2516c9b5e7c4fd12bd21b40.jpg
CFPQUqW;_ L203; 26-31, Комбинированная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-l203/;http://neposeda-shoes.ru//upload/resize_cache/iblock/1c4/2500_200_1/1c4e80f4527de7797424fd351c351eba.jpg;.;./img/1c4e80f4527de7797424fd351c351eba.jpg
asF2hDs;_ 604; 26-31, Комбинированная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-604/;http://neposeda-shoes.ru//upload/resize_cache/iblock/768/2500_200_1/768ab48dce93a40fae74b8f09f3677ee.jpg;.;./img/768ab48dce93a40fae74b8f09f3677ee.jpg
9mJG4KU;_ L204; 26-31, Комбинированная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-l204/;http://neposeda-shoes.ru//upload/resize_cache/iblock/40d/2500_200_1/40d9b13b601c2b87f6b23ea7ecee6d3b.jpg;.;./img/40d9b13b601c2b87f6b23ea7ecee6d3b.jpg
wuBOAbC;_ L205; 26-31, Комбинированная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-l205/;http://neposeda-shoes.ru//upload/resize_cache/iblock/f43/2500_200_1/f43ec207ee356a543f5c49a4624b95c1.jpg;.;./img/f43ec207ee356a543f5c49a4624b95c1.jpg
cxKOdAF;_ BL-29; 25-30, Комбинированная кожа, Натуральная кожа;858;520;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-bl-29/;http://neposeda-shoes.ru//upload/resize_cache/iblock/ecc/2500_200_1/ecc3ed1da24d3416652f4a7e6fdaafd2.jpg;.;./img/ecc3ed1da24d3416652f4a7e6fdaafd2.jpg
81Biuhl;_ B-1063; 26-31, Комбинированная кожа, Натуральная кожа;858;520;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-b-1063/;http://neposeda-shoes.ru//upload/resize_cache/iblock/953/2500_200_1/953376411fd44ce584e7080f5c556471.jpg;.;./img/953376411fd44ce584e7080f5c556471.jpg
LVOVhxC;_ BL-27; 25-30, Комбинированная кожа, Натуральная кожа;858;520;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-bl-27/;http://neposeda-shoes.ru//upload/resize_cache/iblock/ae2/2500_200_1/ae2c66ae8c13f131438f458c0a923348.jpg;.;./img/ae2c66ae8c13f131438f458c0a923348.jpg
liwSM8G;_ L-201; 26-31, Комбинированная кожа, Натуральная кожа;858;520;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-l-201/;http://neposeda-shoes.ru//upload/resize_cache/iblock/363/2500_200_1/3630835cbafa5cda7df741efcd6dd58a.jpg;.;./img/3630835cbafa5cda7df741efcd6dd58a.jpg
njjzQ4n;_ G190 хаки; 20-25, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g-190-khaki/;http://neposeda-shoes.ru//upload/resize_cache/iblock/567/2500_200_1/5674a88644595d647b388d913fdc464d.jpg;.;./img/5674a88644595d647b388d913fdc464d.jpg
4F2cGEv;_ G190 синие; 20-25, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g190-sinie/;http://neposeda-shoes.ru//upload/resize_cache/iblock/623/2500_200_1/6235037609aa89e0706f674be59e524a.jpg;.;./img/6235037609aa89e0706f674be59e524a.jpg
aWRWRFS;_ G-187; 21-26, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g187-malina/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a0d/2500_200_1/a0df0faf38420adab81c0733bf79079e.jpg;.;./img/a0df0faf38420adab81c0733bf79079e.jpg
8duuv1m;_ А-Т1271; 33-38, Натуральная кожа, Натуральная кожа;1303,5;790;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-a-t1271/;http://neposeda-shoes.ru//upload/resize_cache/iblock/03a/2500_200_1/03a1537c17bbff1c2c5145ebe3ab0b9a.jpg;.;./img/03a1537c17bbff1c2c5145ebe3ab0b9a.jpg
Oj5ZgXW;_ ВХ1880; 26-31, Натуральная кожа, Натуральная кожа;1452;880;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-vkh1880/;http://neposeda-shoes.ru//upload/resize_cache/iblock/dc9/2500_200_1/dc96dad9fb345cca8f2822bc9de45798.jpg;.;./img/dc96dad9fb345cca8f2822bc9de45798.jpg
7COfQiK;_ 3J091; 20-24, Натуральная кожа, Натуральная кожа;1452;880;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-3j091/;http://neposeda-shoes.ru//upload/resize_cache/iblock/1c9/2500_200_1/1c95c7a04443c2d876504a77d34b3236.jpg;.;./img/1c95c7a04443c2d876504a77d34b3236.jpg
lj7Dtaj;_ А1121; 26-31, Прессованная кожа, Текстиль;1072,5;650;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-a1121-sinie/;http://neposeda-shoes.ru//upload/resize_cache/iblock/1af/2500_200_1/1afa9ca9e177df91c4116fa0f4922e20.jpg;.;./img/1afa9ca9e177df91c4116fa0f4922e20.jpg
Vyxf09D;_ А1121; 26-31, Прессованная кожа, Текстиль;1072,5;650;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-a1121/;http://neposeda-shoes.ru//upload/resize_cache/iblock/315/2500_200_1/31525ce9f3d9411ee0d0a17ff4723aeb.jpg;.;./img/31525ce9f3d9411ee0d0a17ff4723aeb.jpg
7OdW8jV;_ G190; 20-25, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g190/;http://neposeda-shoes.ru//upload/resize_cache/iblock/3ce/2500_200_1/3ce5b4b41bd4924b5b4aa9fea334f1d3.jpg;.;./img/3ce5b4b41bd4924b5b4aa9fea334f1d3.jpg
ogRvTGL;_ J32-74; 26-31, Натуральная кожа, Натуральная кожа;1452;880;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-j32-74/;http://neposeda-shoes.ru//upload/resize_cache/iblock/d6b/2500_200_1/d6b2f2869a5563be94a31776cc02c2e5.jpg;.;./img/d6b2f2869a5563be94a31776cc02c2e5.jpg
JZv5jDJ;_ G191персик; 21-26, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g191persik/;http://neposeda-shoes.ru//upload/resize_cache/iblock/8f8/2500_200_1/8f87c3114d71ddf1bb9de50862ee16e6.jpg;.;./img/8f87c3114d71ddf1bb9de50862ee16e6.jpg
1MHsevx;_ Н1303; 31-36, Прессованная кожа, Текстиль;1122;680;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-n1303/;http://neposeda-shoes.ru//upload/resize_cache/iblock/884/2500_200_1/8840172963350390e56e507a2135b4ce.jpg;.;./img/8840172963350390e56e507a2135b4ce.jpg
HhF7m4x;_ Н1307; 31-36, Прессованная кожа, Текстиль;1122;680;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-n1307/;http://neposeda-shoes.ru//upload/resize_cache/iblock/2c1/2500_200_1/2c1e05aec6905934836b9d3708392aca.jpg;.;./img/2c1e05aec6905934836b9d3708392aca.jpg
ZzmvH5n;_ 5051; 31-36, Комбинированная кожа, Натуральная кожа;1303,5;790;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-5051/;http://neposeda-shoes.ru//upload/resize_cache/iblock/0e6/2500_200_1/0e64865e0cf3edc475c1c8e15b8ec746.jpg;.;./img/0e64865e0cf3edc475c1c8e15b8ec746.jpg
o1Gfxow;_ 709-3 син; 26-31, Комбинированная кожа, Натуральная кожа;1138,5;690;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-709-3-sin/;http://neposeda-shoes.ru//upload/resize_cache/iblock/2cc/2500_200_1/2cc4452f2ef7f600484e3d15b4a218d1.jpg;.;./img/2cc4452f2ef7f600484e3d15b4a218d1.jpg
k7FlUmN;_ 5053 черн; 31-36, Комбинированная кожа, Натуральная кожа;1303,5;790;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-5053-chern/;http://neposeda-shoes.ru//upload/resize_cache/iblock/aa4/2500_200_1/aa47aa536505450a9f728cd8077fd6ab.jpg;.;./img/aa47aa536505450a9f728cd8077fd6ab.jpg
8SlQ90X;_ 709 черн; 26-31, Натуральная кожа, Натуральная кожа;1138,5;690;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-709-chern/;http://neposeda-shoes.ru//upload/resize_cache/iblock/8c6/2500_200_1/8c67fdfe26b6adfada8dfc3039a993f8.jpg;.;./img/8c67fdfe26b6adfada8dfc3039a993f8.jpg
w5uvER1;_ 709-1; 26-31, Натуральная кожа, Натуральная кожа;1138,5;690;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-709-1/;http://neposeda-shoes.ru//upload/resize_cache/iblock/532/2500_200_1/532ea7bd3ed2fefdb1728004aa7f3713.jpg;.;./img/532ea7bd3ed2fefdb1728004aa7f3713.jpg
mXpKY5Z;_ ZК097710 син; 32-37,5, Натуральная кожа, Натуральная кожа;1468,5;890;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-zk097710-sin/;http://neposeda-shoes.ru//upload/resize_cache/iblock/ad1/2500_200_1/ad149095578e324e32cc5d91824d5656.jpg;.;./img/ad149095578e324e32cc5d91824d5656.jpg
