my_article;article;text;my_price;price;albom_id;itm_href;img_src;img;img_local
RrwkB2r;_ Резиновые сапоги 0031;Резина, , ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0031/;http://neposeda-shoes.ru//upload/resize_cache/iblock/15c/2500_200_1/15c538369bbdd3811084ef50b36e5a9d.jpg;.;./img/15c538369bbdd3811084ef50b36e5a9d.jpg
R96hOry;_ Резиновые сапоги 0046;Резина, , ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0046/;http://neposeda-shoes.ru//upload/resize_cache/iblock/3ef/2500_200_1/3efdba195504fe9988c1cf7e8cceb577.jpg;.;./img/3efdba195504fe9988c1cf7e8cceb577.jpg
SMytNCl;_ Резиновые сапоги 0056;Резина, , ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0056/;http://neposeda-shoes.ru//upload/resize_cache/iblock/fa8/2500_200_1/fa8b8d121ed33e39b7e12611f6d57cb8.jpg;.;./img/fa8b8d121ed33e39b7e12611f6d57cb8.jpg
JG3xrTB;_ Резиновые сапоги 0042;Резина, , ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0042/;http://neposeda-shoes.ru//upload/resize_cache/iblock/509/2500_200_1/5096c9bebce67b6380291dfb7ca20e0d.jpg;.;./img/5096c9bebce67b6380291dfb7ca20e0d.jpg
YZ9PqF9;_ Резиновые сапоги 0016;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0016/;http://neposeda-shoes.ru//upload/resize_cache/iblock/ae3/2500_200_1/ae3bd4f7b11afd7d77638954c57be0bd.jpg;.;./img/ae3bd4f7b11afd7d77638954c57be0bd.jpg
2IATRHa;_ Резиновые сапоги 0022;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0022/;http://neposeda-shoes.ru//upload/resize_cache/iblock/9ab/2500_200_1/9abd2c8f3adebab8a1607c431f4a8992.jpg;.;./img/9abd2c8f3adebab8a1607c431f4a8992.jpg
G8IyUg2;_ Резиновые сапоги 0018;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0018/;http://neposeda-shoes.ru//upload/resize_cache/iblock/92c/2500_200_1/92c1edab3a97ad8c82ca62ba5ac4a672.jpg;.;./img/92c1edab3a97ad8c82ca62ba5ac4a672.jpg
ISoszrZ;_ Резиновые сапоги 0019;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0019/;http://neposeda-shoes.ru//upload/resize_cache/iblock/b7a/2500_200_1/b7ad5415a5f63059afa28c7b155db867.jpg;.;./img/b7ad5415a5f63059afa28c7b155db867.jpg
1kAZjKP;_ Резиновые сапоги 0017;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0017/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a9e/2500_200_1/a9e693bb98664810124feb351b9346a8.jpg;.;./img/a9e693bb98664810124feb351b9346a8.jpg
yYhn004;_ Резиновые сапоги 0020;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0020/;http://neposeda-shoes.ru//upload/resize_cache/iblock/64d/2500_200_1/64d0220d3f5f3e6ab24cb47f33647eb2.jpg;.;./img/64d0220d3f5f3e6ab24cb47f33647eb2.jpg
0Bv1egt;_ Резиновые сапоги 0021;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0021/;http://neposeda-shoes.ru//upload/resize_cache/iblock/def/2500_200_1/def73ba5ebe7d7f3434580f32fb040a8.jpg;.;./img/def73ba5ebe7d7f3434580f32fb040a8.jpg
qxpRAaH;_ Резиновые сапоги 0015;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0015/;http://neposeda-shoes.ru//upload/resize_cache/iblock/292/2500_200_1/29247095c82b64c7294fe768b643489d.jpg;.;./img/29247095c82b64c7294fe768b643489d.jpg
27YMPeh;_ Резиновые сапоги 0025;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0025/;http://neposeda-shoes.ru//upload/resize_cache/iblock/bd3/2500_200_1/bd367bcbeab6e2ad843c4a97bf4adafb.jpg;.;./img/bd367bcbeab6e2ad843c4a97bf4adafb.jpg
AdZ8bgw;_ Резиновые сапоги 0026;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0026/;http://neposeda-shoes.ru//upload/resize_cache/iblock/dc1/2500_200_1/dc1fdd4583a13bbe974fc91fb9819d8d.jpg;.;./img/dc1fdd4583a13bbe974fc91fb9819d8d.jpg
cgAcS6e;_ Резиновые сапоги 0030;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0030/;http://neposeda-shoes.ru//upload/resize_cache/iblock/308/2500_200_1/308ebf894f905f7e11b1eb3c37242c54.jpg;.;./img/308ebf894f905f7e11b1eb3c37242c54.jpg
6nHwV6o;_ Резиновые сапоги 0028;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0028/;http://neposeda-shoes.ru//upload/resize_cache/iblock/04a/2500_200_1/04a523224b90bd447c7da9ecf1577bc9.jpg;.;./img/04a523224b90bd447c7da9ecf1577bc9.jpg
vh5yp3l;_ Резиновые сапоги 0024;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0024/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a31/2500_200_1/a31b278c5cfa93ed18f458663ab4caa7.jpg;.;./img/a31b278c5cfa93ed18f458663ab4caa7.jpg
eiCOvBX;_ Резиновые сапоги 0027;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0027/;http://neposeda-shoes.ru//upload/resize_cache/iblock/c12/2500_200_1/c12cb4eba75ebf4101a0e829be9d7d4a.jpg;.;./img/c12cb4eba75ebf4101a0e829be9d7d4a.jpg
HRtT846;_ Резиновые сапоги 0029;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0029/;http://neposeda-shoes.ru//upload/resize_cache/iblock/8ab/2500_200_1/8ab42323edaf276aba5ecd4d5b22b5e2.jpg;.;./img/8ab42323edaf276aba5ecd4d5b22b5e2.jpg
0bk7y1E;_ Резиновые сапоги 0023;Резина, , ;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0023/;http://neposeda-shoes.ru//upload/resize_cache/iblock/501/2500_200_1/5013162b27b05f21ec29d8d66e280964.jpg;.;./img/5013162b27b05f21ec29d8d66e280964.jpg
t82Zp7x;_ 490; 18-23, Резина, Флис;490;490;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0011/;http://neposeda-shoes.ru//upload/resize_cache/iblock/199/2500_200_1/199a1e324574a3d0a7cccb05ff574a72.jpg;.;./img/199a1e324574a3d0a7cccb05ff574a72.jpg
ObS2tuR;_ 0008; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0008/;http://neposeda-shoes.ru//upload/resize_cache/iblock/706/2500_200_1/7066d048e999d09baf70c6c3c4b5bd12.jpg;.;./img/7066d048e999d09baf70c6c3c4b5bd12.jpg
Z6OGXiA;_ 0006; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0006/;http://neposeda-shoes.ru//upload/resize_cache/iblock/b1d/2500_200_1/b1db66f113e72b23b0c650316ba69bdc.jpg;.;./img/b1db66f113e72b23b0c650316ba69bdc.jpg
6mG6x1d;_ 0050; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0050/;http://neposeda-shoes.ru//upload/resize_cache/iblock/62b/2500_200_1/62babec4dbfd7323536e3b7feaf50973.jpg;.;./img/62babec4dbfd7323536e3b7feaf50973.jpg
63RzbUy;_ 0005; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0005/;http://neposeda-shoes.ru//upload/resize_cache/iblock/43a/2500_200_1/43af9fa6cfbc5ef88e857445ea829673.jpg;.;./img/43af9fa6cfbc5ef88e857445ea829673.jpg
B16pdYs;_ 0051; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0051/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a7b/2500_200_1/a7b83a4c421bbd9f3981908190265385.jpg;.;./img/a7b83a4c421bbd9f3981908190265385.jpg
GtkFA8m;_ 0009; 19-23, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0009/;http://neposeda-shoes.ru//upload/resize_cache/iblock/686/2500_200_1/6865caaa760c0e7a6ea2f86446daf4ad.jpg;.;./img/6865caaa760c0e7a6ea2f86446daf4ad.jpg
xqXDNEK;_ 0012; 19-23, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0012/;http://neposeda-shoes.ru//upload/resize_cache/iblock/286/2500_200_1/286beb8680b254b6a7f65bd304282e41.jpg;.;./img/286beb8680b254b6a7f65bd304282e41.jpg
lFYrIP1;_ 0003; 19-23, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0003/;http://neposeda-shoes.ru//upload/resize_cache/iblock/551/2500_200_1/551de296a28fc858fe1b196bab72da07.jpg;.;./img/551de296a28fc858fe1b196bab72da07.jpg
VazD2qh;_ 007; 19-23, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0007/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a13/2500_200_1/a13e7829df1e80ae4a083523f4e22adf.jpg;.;./img/a13e7829df1e80ae4a083523f4e22adf.jpg
gPDFBmi;_ 0001; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0001/;http://neposeda-shoes.ru//upload/resize_cache/iblock/46e/2500_200_1/46e42688a7ff6d8e6e32f128dc7785d1.jpg;.;./img/46e42688a7ff6d8e6e32f128dc7785d1.jpg
gwSsoTi;_ 0002; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0002/;http://neposeda-shoes.ru//upload/resize_cache/iblock/6d2/2500_200_1/6d23b96b65a00e4d4c6f9f191cb097e8.jpg;.;./img/6d23b96b65a00e4d4c6f9f191cb097e8.jpg
QyPSnjm;_ 0004; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0004/;http://neposeda-shoes.ru//upload/resize_cache/iblock/11c/2500_200_1/11cc869e028c25700fc2606b86eaefef.jpg;.;./img/11cc869e028c25700fc2606b86eaefef.jpg
A6jvhT8;_ 0010; 15-19, Резина, Флис;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0010/;http://neposeda-shoes.ru//upload/resize_cache/iblock/f75/2500_200_1/f75685a456d06ddb69e4e6bdb5a6ab51.jpg;.;./img/f75685a456d06ddb69e4e6bdb5a6ab51.jpg
jjpA82f;_ S15223; 22-27, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s15203/;http://neposeda-shoes.ru//upload/resize_cache/iblock/3a6/2500_200_1/3a62562e1653d2fcdeba56a6014b101c.jpg;.;./img/3a62562e1653d2fcdeba56a6014b101c.jpg
Jpx0Vqt;_ S15220; 22-27, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s15220/;http://neposeda-shoes.ru//upload/resize_cache/iblock/fb8/2500_200_1/fb8998cb102fe96b8c7614b3eed65952.jpg;.;./img/fb8998cb102fe96b8c7614b3eed65952.jpg
kkLaTA3;_ S15223; 22-27, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s15223/;http://neposeda-shoes.ru//upload/resize_cache/iblock/105/2500_200_1/105d6c840f673809c87d01688349a5c1.jpg;.;./img/105d6c840f673809c87d01688349a5c1.jpg
